respondent_id,h1n1_vaccine,seasonal_vaccine
26865,0.00522599508985877,0.00598422344774008
26866,0.000914398871827871,0.943060278892517
26867,0.0881138816475868,0.174215346574783
26868,0.967381060123444,0.999406337738037
26869,0.000492420513182878,0.0165687166154385
26870,0.936182260513306,0.983061492443085
26871,0.000954373914282769,0.000358745834091678
26872,0.0113034211099148,0.318421840667725
26873,0.0075788157992065,0.833830773830414
26874,0.0134059740230441,0.0102618681266904
26875,0.144284501671791,0.952799737453461
26876,0.00524918176233768,0.00123840919695795
26877,0.0487695075571537,0.0262046288698912
26878,0.0299096778035164,0.0390657670795918
26879,9.98712494038045e-05,0.00315528409555554
26880,0.014508031308651,0.00630360282957554
26881,0.00136912136804312,0.00252155493944883
26882,0.00199473346583545,0.00291347736492753
26883,0.0224918946623802,0.0957597494125366
26884,0.0531889609992504,0.0279413759708405
26885,0.103408880531788,0.947804689407349
26886,0.0859844535589218,0.982395112514496
26887,0.598505258560181,0.995726227760315
26888,0.998054504394531,0.998722612857819
26889,0.00049586669774726,0.0160637870430946
26890,0.0410081297159195,0.393043994903564
26891,0.850939989089966,0.981821596622467
26892,0.00715242279693484,0.922931551933289
26893,0.00125641271006316,0.0196624379605055
26894,0.1178043410182,0.484503477811813
26895,0.0162227600812912,0.946428894996643
26896,0.0157826356589794,0.000344964966643602
26897,0.00673143938183784,0.517436742782593
26898,0.176721140742302,0.759932041168213
26899,0.000598639715462923,0.00122416683007032
26900,0.0210620686411858,0.0964120328426361
26901,0.00666217831894755,0.881650388240814
26902,0.0548774935305119,0.979791939258575
26903,0.0163167752325535,0.0039481925778091
26904,0.0256283357739449,0.28170371055603
26905,0.313447833061218,0.943129301071167
26906,0.000583250424824655,0.432023108005524
26907,0.000176673696842045,0.755622208118439
26908,0.0101835243403912,0.777642726898193
26909,0.0342814102768898,0.0214480366557837
26910,0.00907379295676947,0.100874729454517
26911,0.00183882284909487,0.046523317694664
26912,0.317038238048553,0.974917888641357
26913,0.9278244972229,0.942421317100525
26914,0.000277628336334601,0.0226743388921022
26915,0.0231369696557522,0.572866261005402
26916,0.159638315439224,0.070256844162941
26917,0.000407049141358584,0.00451624719426036
26918,0.999011874198914,0.999702513217926
26919,0.00717368861660361,0.639033615589142
26920,5.12846927449573e-05,0.00231737294234335
26921,0.00193174520973116,0.995676219463348
26922,0.000342393468599766,0.851430654525757
26923,0.0569417029619217,0.948937237262726
26924,0.994481682777405,0.999714434146881
26925,0.0251129344105721,0.981878101825714
26926,0.267106145620346,0.254741668701172
26927,0.684008419513702,0.755626142024994
26928,0.0218367949128151,0.339898765087128
26929,0.0410301983356476,0.0941072627902031
26930,0.636311590671539,0.91180282831192
26931,0.115743786096573,0.556383848190308
26932,0.0898700058460236,0.998082399368286
26933,0.000495332875289023,0.641992092132568
26934,0.432833343744278,0.473421990871429
26935,0.0311854407191277,0.242238253355026
26936,0.0925197750329971,0.0397619642317295
26937,0.17695888876915,0.993563294410706
26938,0.00045266846427694,0.000989295076578856
26939,0.00141395325772464,0.004029655829072
26940,0.00620299391448498,0.0351220145821571
26941,0.00857493095099926,0.146258950233459
26942,0.788793742656708,0.956958115100861
26943,0.00405152980238199,0.399057626724243
26944,0.00100539810955524,0.0179342925548553
26945,0.0237855706363916,0.387484610080719
26946,0.0161636602133512,0.841553688049316
26947,0.585744261741638,0.867519557476044
26948,0.0276753138750792,0.00259053194895387
26949,0.00116776139475405,0.000613112701103091
26950,0.000661373022012413,0.588528692722321
26951,0.00569757260382175,0.077511839568615
26952,0.88511848449707,0.996681988239288
26953,0.274718880653381,0.956442296504974
26954,4.63978758489247e-05,0.00441713910549879
26955,0.00565752293914557,0.964495599269867
26956,0.331613153219223,0.0322200432419777
26957,0.00299748638644814,0.997869968414307
26958,0.00606142217293382,0.956203758716583
26959,0.00737335672602057,0.505223512649536
26960,0.00116052746307105,0.00595158524811268
26961,0.165671035647392,0.215162739157677
26962,0.240451604127884,0.980455636978149
26963,0.0770653784275055,0.103497765958309
26964,0.00480795418843627,0.0439371652901173
26965,0.306516796350479,0.992068290710449
26966,0.000746218080166727,0.00290260557085276
26967,0.083863765001297,0.797518908977509
26968,0.00472989305853844,0.993059515953064
26969,0.0156013024970889,0.0806823149323463
26970,0.633478820323944,0.42980432510376
26971,0.0159292109310627,0.0906814634799957
26972,0.000797434011474252,0.000666214851662517
26973,0.00544361304491758,0.0266765467822552
26974,0.187251165509224,0.0913145765662193
26975,0.0165692921727896,0.944962620735168
26976,0.988662779331207,0.491101115942001
26977,0.00807153433561325,0.428459048271179
26978,0.00120732083451003,0.974809467792511
26979,0.715271532535553,0.988897979259491
26980,0.00389418448321521,0.0025347110349685
26981,0.000467260571895167,0.0542654134333134
26982,0.940008342266083,0.986020624637604
26983,0.0596458055078983,0.454331517219543
26984,0.00146109738852829,0.0559959895908833
26985,0.00294050201773643,0.00291657214984298
26986,0.00127450714353472,0.0758929848670959
26987,0.00658463547006249,0.0388757362961769
26988,0.000691506254952401,0.00962113589048386
26989,0.502620279788971,0.996759712696075
26990,0.000543783651664853,0.00379437999799848
26991,0.0144359478726983,0.250140994787216
26992,0.284926265478134,0.835338830947876
26993,0.00655698589980602,0.997709989547729
26994,0.00703268637880683,0.0519216023385525
26995,0.00435137189924717,0.0975605845451355
26996,0.0848275125026703,0.11928790807724
26997,0.00437121372669935,0.00241448148153722
26998,0.0129132987931371,0.000919558515306562
26999,0.0417843237519264,0.553293704986572
27000,0.00375243765302002,0.048925019800663
27001,0.0175239033997059,0.981576442718506
27002,0.00193025718908757,0.42955008149147
27003,5.31093064637389e-05,0.00080724130384624
27004,0.5366091132164,0.436578243970871
27005,0.315509170293808,0.99549388885498
27006,0.945180237293243,0.988399863243103
27007,0.00382668059319258,0.0040734326466918
27008,0.00253738882020116,0.000731336418539286
27009,0.00222110305912793,0.0430625900626183
27010,5.18221822858322e-05,0.00469933822751045
27011,0.0194269083440304,0.0351378209888935
27012,0.106735415756702,0.691025197505951
27013,0.0331199578940868,0.450670093297958
27014,0.000706503575202078,0.0770245566964149
27015,0.0566698461771011,0.0236461628228426
27016,0.0879995450377464,0.133629262447357
27017,0.61157637834549,0.951299786567688
27018,0.000242789639742114,0.00423130625858903
27019,0.993563771247864,0.992514669895172
27020,0.04499851167202,0.411683827638626
27021,0.229094088077545,0.634400963783264
27022,0.00142833963036537,0.204944297671318
27023,0.0146185280755162,0.0587552338838577
27024,0.012132478877902,0.329237222671509
27025,0.0634138360619545,0.0044305669143796
27026,0.00182814826257527,0.47636690735817
27027,0.00475343549624085,0.951154291629791
27028,0.892397105693817,0.961543917655945
27029,0.01668581366539,0.462251126766205
27030,0.250274956226349,0.136213600635529
27031,0.760119140148163,0.998841345310211
27032,0.356472820043564,0.959877908229828
27033,0.549873113632202,0.987774729728699
27034,0.00298500363714993,0.629191219806671
27035,0.00902147777378559,0.222725316882133
27036,0.13578088581562,0.771531641483307
27037,0.388482809066772,0.942491590976715
27038,0.000121536446386017,0.000652740942314267
27039,0.426710605621338,0.975175261497498
27040,0.00765272928401828,0.0308153536170721
27041,0.00133099360391498,0.795379102230072
27042,0.000812202924862504,0.90633761882782
27043,0.655635952949524,0.916801869869232
27044,0.00290478975512087,0.00218601012602448
27045,0.00526560051366687,0.525412321090698
27046,0.00690235756337643,0.075478807091713
27047,0.369251221418381,0.549599051475525
27048,0.00931801181286573,0.273240566253662
27049,0.169263660907745,0.97855132818222
27050,0.00216060341335833,0.954808533191681
27051,0.0169748030602932,0.248864263296127
27052,0.00437695113942027,0.0658663362264633
27053,0.996584177017212,0.999524354934692
27054,0.00253436504863203,0.0026044447440654
27055,0.00138041970785707,0.967438817024231
27056,0.191142186522484,0.00633555231615901
27057,0.000248507858486846,8.25468960101716e-05
27058,0.983125746250153,0.98241925239563
27059,0.00371821317821741,0.00758619653061032
27060,0.00017735744768288,0.221877366304398
27061,0.000274956750217825,0.177440375089645
27062,0.00646601989865303,0.728588283061981
27063,0.00777571927756071,0.901169657707214
27064,0.0033707779366523,0.174538373947144
27065,0.022638788446784,0.502842366695404
27066,0.00160418089944869,0.641011953353882
27067,0.971320927143097,0.996232926845551
27068,0.742913424968719,0.969948768615723
27069,0.931933999061584,0.971867144107819
27070,0.000614359509199858,0.000835323065984994
27071,0.00971831008791924,0.00719026103615761
27072,0.0123699186369777,0.880759596824646
27073,0.0017945587169379,0.997391223907471
27074,0.00807239674031734,0.507070362567902
27075,0.385654389858246,0.910669922828674
27076,0.809715032577515,0.94493579864502
27077,0.00656649470329285,0.186866357922554
27078,0.0371559634804726,0.939639568328857
27079,0.082367941737175,0.920955419540405
27080,0.0060795359313488,0.0416855402290821
27081,0.0303947292268276,0.948891639709473
27082,0.196617603302002,0.519888460636139
27083,0.00598540343344212,0.04556605219841
27084,0.978639006614685,0.971262216567993
27085,0.00435686809942126,0.00651297718286514
27086,0.000881920335814357,0.0205580331385136
27087,0.0149029269814491,0.0292271617799997
27088,0.150210276246071,0.929159879684448
27089,0.0315991714596748,0.0959254130721092
27090,0.592454195022583,0.773485660552979
27091,0.741534233093262,0.366230309009552
27092,0.10070139169693,0.0607628636062145
27093,0.0544004589319229,0.0876146554946899
27094,0.00128581910394132,0.00656559271737933
27095,0.14408852159977,0.583127558231354
27096,0.00760751124471426,0.0849312990903854
27097,0.138622462749481,0.738046705722809
27098,0.918680846691132,0.976738154888153
27099,0.161628797650337,0.799398362636566
27100,0.0207063630223274,0.904262661933899
27101,0.0102774063125253,0.755064606666565
27102,0.00999539252370596,0.993633270263672
27103,0.0080702668055892,0.000379888719180599
27104,0.582870185375214,0.748394787311554
27105,0.0111793270334601,0.496252924203873
27106,0.909463167190552,0.999249041080475
27107,0.463249027729034,0.920243263244629
27108,0.396240025758743,0.150442436337471
27109,0.0186851732432842,0.00941057596355677
27110,0.0020549762994051,0.0304845292121172
27111,0.00916402228176594,0.891371428966522
27112,0.239445686340332,0.871507823467255
27113,0.0164149682968855,0.00488529447466135
27114,0.00991819147020578,0.254739582538605
27115,0.586952745914459,0.930858075618744
27116,0.00799975078552961,0.997293174266815
27117,0.000650839181616902,0.0371289514005184
27118,0.0139166759327054,0.638558328151703
27119,0.0447766706347466,0.0318008102476597
27120,0.164934813976288,0.999448478221893
27121,0.000169945153174922,0.884338974952698
27122,0.000174212123965845,0.0755870416760445
27123,0.0068273488432169,0.016481950879097
27124,0.00184511137194932,0.00327149103395641
27125,0.000256057945080101,0.000115862763777841
27126,0.122313812375069,0.134685903787613
27127,0.00333714787848294,0.00435603270307183
27128,0.0316759198904037,0.559599995613098
27129,0.0219071488827467,0.416177481412888
27130,0.024535970762372,0.369485229253769
27131,0.00552449701353908,0.00290419603697956
27132,0.360713511705399,0.989043593406677
27133,0.0076083280146122,0.576697289943695
27134,0.993926346302032,0.999884247779846
27135,0.0005303795915097,0.369479894638062
27136,0.00602204585447907,0.583589613437653
27137,0.0129717905074358,0.108765296638012
27138,0.110641859471798,0.894076526165009
27139,0.00544020114466548,0.0334325730800629
27140,0.997153401374817,0.999648332595825
27141,0.859946489334106,0.85224324464798
27142,0.000385090825147927,0.0153646497055888
27143,0.0739643573760986,0.0288310386240482
27144,0.0111903864890337,0.00440476508811116
27145,0.835899949073792,0.98061591386795
27146,0.00807737372815609,0.995976388454437
27147,0.0114015843719244,0.493283540010452
27148,0.00254470319487154,0.00554039049893618
27149,0.0166978985071182,0.00204175501130521
27150,0.276695251464844,0.983614206314087
27151,0.264379769563675,0.997794508934021
27152,0.000155534275108948,0.0257254894822836
27153,0.105258204042912,0.982920467853546
27154,0.922115981578827,0.977385103702545
27155,0.247316017746925,0.977894067764282
27156,0.00091087631881237,0.0103436876088381
27157,0.0012503630714491,0.501874506473541
27158,0.00156940403394401,0.074459582567215
27159,0.000547574774827808,0.00332294567488134
27160,0.019424906000495,0.0276311691850424
27161,0.486618608236313,0.921311676502228
27162,0.00161215162370354,0.973661601543427
27163,0.175216987729073,0.389421403408051
27164,0.0282321888953447,0.0709802433848381
27165,0.835972368717194,0.950719952583313
27166,0.122050799429417,0.134682431817055
27167,0.0189343020319939,0.679156243801117
27168,0.00214611785486341,0.836152255535126
27169,0.81089836359024,0.960114538669586
27170,0.755503535270691,0.999134957790375
27171,0.00117139448411763,0.09114620834589
27172,0.00402834732085466,0.972468316555023
27173,0.0353773795068264,0.186378344893456
27174,0.00383530603721738,0.00312765431590378
27175,0.00877693481743336,0.0153405722230673
27176,0.923658132553101,0.985251307487488
27177,0.971029698848724,0.993063628673553
27178,0.00811547599732876,0.154794424772263
27179,0.0061675775796175,0.0424526371061802
27180,0.0131076574325562,0.639002799987793
27181,0.00152642652392387,0.962702214717865
27182,0.411709696054459,0.976296603679657
27183,0.000898779078852385,0.756888329982758
27184,0.00432825414463878,0.167787939310074
27185,0.0767139568924904,0.924589991569519
27186,0.0278927683830261,0.981628000736237
27187,0.00829553231596947,0.0201996304094791
27188,0.00339763425290585,0.356475949287415
27189,0.0460068136453629,0.981533110141754
27190,0.361043721437454,0.962314069271088
27191,0.0847020521759987,0.998907923698425
27192,0.0512607507407665,0.952196896076202
27193,0.00147204590030015,0.00927226152271032
27194,0.0489950813353062,0.590017676353455
27195,0.00115934410132468,0.00301504973322153
27196,0.0190974902361631,0.00694252969697118
27197,0.00948709342628717,0.98409765958786
27198,0.537477016448975,0.996739447116852
27199,0.00199681334197521,0.0826043710112572
27200,0.1197819262743,0.617684185504913
27201,0.0984789505600929,0.962578535079956
27202,0.00576066970825195,0.011290218681097
27203,0.000649485504254699,0.00882374495267868
27204,0.000283979985397309,0.00073364976560697
27205,0.00385898048989475,0.156168982386589
27206,0.0478824079036713,0.15064662694931
27207,0.100167363882065,0.060303557664156
27208,0.965149343013763,0.912500381469727
27209,0.215432569384575,0.162618964910507
27210,0.0122585324570537,0.0634198412299156
27211,0.00250004208646715,0.0585203804075718
27212,0.307508379220963,0.980708181858063
27213,0.326576769351959,0.589509069919586
27214,0.0202728472650051,0.00564075540751219
27215,0.0111733255907893,0.909191370010376
27216,0.0568945445120335,0.976060450077057
27217,0.0138565888628364,0.0839340016245842
27218,0.896322906017303,0.995000541210175
27219,0.832302927970886,0.979090213775635
27220,0.142315283417702,0.371080458164215
27221,0.00557565363124013,0.808216154575348
27222,0.0209892522543669,0.808117032051086
27223,0.000486566044855863,0.964618384838104
27224,0.0143207721412182,0.778780102729797
27225,0.130016937851906,0.140080481767654
27226,0.0004850187106058,0.256052702665329
27227,0.0245677214115858,0.0459690541028976
27228,0.854766726493835,0.97934764623642
27229,0.152579322457314,0.975050508975983
27230,0.0265503413975239,0.904909133911133
27231,0.273138016462326,0.99619197845459
27232,0.00896059721708298,0.254373252391815
27233,0.0694723203778267,0.0664132386445999
27234,0.00182096043135971,0.0173562914133072
27235,0.986444532871246,0.997862160205841
27236,0.043786033987999,0.997932553291321
27237,0.898857772350311,0.988177835941315
27238,0.875699937343597,0.953656196594238
27239,0.147976279258728,0.0370297208428383
27240,0.0048268991522491,0.221931084990501
27241,0.0113943358883262,0.0224798060953617
27242,0.12009309232235,0.47709646821022
27243,0.00321744289249182,0.0026000807993114
27244,0.00148852122947574,0.00395637284964323
27245,0.011941509321332,0.582556962966919
27246,0.967080056667328,0.997301161289215
27247,0.243329375982285,0.999350726604462
27248,0.069566048681736,0.946283996105194
27249,0.0074150669388473,0.87806636095047
27250,0.0133316004648805,0.00572780473157763
27251,0.00754106137901545,0.498870193958282
27252,0.0573407784104347,0.576215386390686
27253,0.00256994017399848,0.994951128959656
27254,0.998067796230316,0.999902725219727
27255,0.0453143380582333,0.0453575067222118
27256,0.954353392124176,0.998564064502716
27257,0.329005122184753,0.833263278007507
27258,0.0511372312903404,0.690043449401855
27259,0.37240594625473,0.814444541931152
27260,0.00944051146507263,0.320537328720093
27261,0.34776246547699,0.990161657333374
27262,0.010270812548697,0.188277766108513
27263,0.000522675458341837,0.00214246916584671
27264,0.0188680626451969,0.0320875160396099
27265,0.00278257299214602,0.0552912950515747
27266,0.06458880007267,0.07279172539711
27267,0.0417950823903084,0.403648406267166
27268,0.00346042471937835,0.000705327605828643
27269,0.832691073417664,0.41699555516243
27270,0.0017675319686532,0.0166729502379894
27271,0.00115653302054852,0.0608206167817116
27272,0.00453160144388676,0.198045268654823
27273,0.00098004937171936,0.0172656998038292
27274,0.0761081799864769,0.365306049585342
27275,0.0625747069716454,0.332045555114746
27276,0.000442441087216139,0.00974880531430244
27277,0.00049395184032619,0.999797523021698
27278,0.00865668617188931,0.0592102222144604
27279,0.0260969046503305,0.125806450843811
27280,0.735687732696533,0.614228487014771
27281,0.003283750731498,0.113958172500134
27282,0.110690921545029,0.991531014442444
27283,0.00353840715251863,0.0551075115799904
27284,0.0703048184514046,0.524652719497681
27285,0.00125821866095066,0.108368054032326
27286,0.00483106728643179,0.765298187732697
27287,0.0151609648019075,0.943928420543671
27288,0.805400311946869,0.944063782691956
27289,0.0228058863431215,0.309536904096603
27290,0.000707390136085451,0.00556238414719701
27291,0.235431969165802,0.991677522659302
27292,0.00374411675147712,0.804973125457764
27293,0.00301958527415991,0.98521488904953
27294,0.0129913175478578,0.00193417095579207
27295,0.351363897323608,0.994696497917175
27296,0.013498212210834,0.96253103017807
27297,0.0070372624322772,0.980885565280914
27298,0.00165022280998528,0.00572753045707941
27299,0.174987480044365,0.836657881736755
27300,0.00343803013674915,0.997286081314087
27301,0.000728746992535889,0.00193389854393899
27302,0.0719054713845253,0.9161496758461
27303,0.0157724022865295,0.0125914625823498
27304,0.0292633194476366,0.974749326705933
27305,0.000150252453749999,8.04159280960448e-05
27306,0.673752844333649,0.786675333976746
27307,0.978945434093475,0.990338385105133
27308,0.0117500759661198,0.00761875789612532
27309,0.973282396793365,0.999732196331024
27310,0.00514414813369513,0.0712114274501801
27311,0.00450745970010757,0.0330308377742767
27312,0.0150302844122052,0.314513772726059
27313,0.000926447508390993,0.0202563218772411
27314,0.00214853929355741,0.00148490827996284
27315,0.000163239325047471,0.0465887933969498
27316,0.266273200511932,0.507274329662323
27317,0.00782068632543087,0.037031352519989
27318,0.0366235859692097,0.138457968831062
27319,0.113398872315884,0.987637758255005
27320,0.0140561442822218,0.91556853055954
27321,0.0153473373502493,0.979514122009277
27322,0.410447359085083,0.362154871225357
27323,0.00143001845572144,0.338318973779678
27324,0.0150339771062136,0.620945394039154
27325,0.978248715400696,0.999022960662842
27326,0.000716580194421113,0.105312772095203
27327,0.0966681018471718,0.265646785497665
27328,0.508080899715424,0.644188344478607
27329,0.316614031791687,0.165944799780846
27330,0.000278478517429903,0.592085719108582
27331,0.00492293341085315,0.0232277922332287
27332,0.0422677733004093,0.968072772026062
27333,0.994484126567841,0.9701007604599
27334,0.00170668342616409,0.000197705958271399
27335,0.0713339298963547,0.00740777747705579
27336,0.00482699973508716,0.0344711467623711
27337,0.0784240737557411,0.929069638252258
27338,0.0810580477118492,0.279269218444824
27339,0.0819679647684097,0.528635203838348
27340,7.91544953244738e-05,0.000915615528356284
27341,0.00975693389773369,0.77230179309845
27342,0.00792118906974792,0.897387027740479
27343,0.00655522849410772,0.00229321047663689
27344,0.320333927869797,0.238907366991043
27345,0.00526657002046704,0.114538006484509
27346,0.103180922567844,0.976133465766907
27347,0.966046392917633,0.984239816665649
27348,0.000855901511386037,0.104114040732384
27349,0.00614133616909385,0.0809979140758514
27350,0.0035711876116693,0.988580644130707
27351,0.729959309101105,0.97318559885025
27352,0.173857614398003,0.471359074115753
27353,0.00106663489714265,0.0170486960560083
27354,0.134904369711876,0.971556484699249
27355,0.0156426876783371,0.00827418826520443
27356,0.405418008565903,0.729300737380981
27357,0.00110181211493909,0.0908945128321648
27358,0.793733537197113,0.84520012140274
27359,0.431790173053741,0.967753112316132
27360,0.0438987202942371,0.806073606014252
27361,0.00217321701347828,0.98723429441452
27362,0.464308619499207,0.126326262950897
27363,0.00380432256497443,0.159860596060753
27364,0.0170457419008017,0.473377764225006
27365,0.162939950823784,0.955808758735657
27366,0.311475336551666,0.855417430400848
27367,0.564684867858887,0.86818939447403
27368,0.00109611381776631,0.770540952682495
27369,0.00337845319882035,0.00201510428451002
27370,0.00457413354888558,0.949460744857788
27371,0.110068798065186,0.38989382982254
27372,0.00822187028825283,0.0771104171872139
27373,0.989327073097229,0.966640532016754
27374,0.000402619742089882,0.0928261578083038
27375,0.0046840338036418,0.968642771244049
27376,0.254785269498825,0.21664135158062
27377,0.0523475296795368,0.805446743965149
27378,0.00231641950085759,0.059816025197506
27379,0.00452874135226011,0.032841868698597
27380,0.00889970455318689,0.985522747039795
27381,0.000466604047687724,0.706069827079773
27382,0.0477205701172352,0.129506304860115
27383,0.00225465279072523,0.229856923222542
27384,0.00175879709422588,0.508056223392487
27385,0.101465113461018,0.998735249042511
27386,0.015548069961369,0.98359352350235
27387,0.983614981174469,0.984979093074799
27388,0.0515365898609161,0.0271947719156742
27389,0.011190302670002,0.0233724247664213
27390,0.00100679520983249,0.00305174826644361
27391,0.300684958696365,0.929203450679779
27392,0.99860018491745,0.996119260787964
27393,0.000113736059574876,0.000186451405170374
27394,0.00102910411078483,0.276570528745651
27395,0.560899972915649,0.962652623653412
27396,0.00181084091309458,0.0477044731378555
27397,0.96355152130127,0.991688430309296
27398,0.00751940533518791,0.815135359764099
27399,0.00610492704436183,0.366496741771698
27400,0.00432975636795163,0.805903553962708
27401,0.0404865145683289,0.013395962305367
27402,0.0309206172823906,0.783979594707489
27403,0.00379057880491018,0.0284678302705288
